
{LOG }: Start Time = 2021/06/08 12:07:25 

[ 2021/06/08 12:07:25 ]   Chache: IPfile init 464 ip in ../res/dnsrelay.txt
[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:3779 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:65 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:24 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:66 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:62697 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49905 -id 62697 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:67 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9437 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:68 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:3779 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:56506 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53862 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53862 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:69 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:29853 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:57 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:29853 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:64 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:29853 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:63 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:29853 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:75 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9316 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:74 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:28611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:73 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:28611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53862 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53862 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53862 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61664 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61664 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61664 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61664 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:62 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:29853 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61664 -id 29853 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61472 -id 29853 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61472 -id 29853 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61472 -id 29853 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61472 -id 29853 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:0 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9316 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61472 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:60748 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:60748 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:60748 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:60748 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:60748 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50551 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50551 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50551 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50551 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50551 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:70 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:28611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58962 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58962 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58962 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58962 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58962 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54233 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54233 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54233 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54233 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:72 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:28611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:71 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:28611 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54233 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53796 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53796 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53796 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53796 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:53796 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58313 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58313 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58313 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58313 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:58313 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61647 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:64301 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52445 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54256 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61647 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:64301 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52445 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54256 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54256 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52445 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61647 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:64301 -id 28611 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9316 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:9316 ] for vortexdata	microsoftcom from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 9316 ]: url [vortexdata	microsoftcom] to ip 127.0.0.1 with 1 answers

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52445 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54256 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:64301 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61647 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:52445 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54256 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:64301 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:61647 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55817 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55817 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55817 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55817 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55115 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55817 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50060 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55115 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55115 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:55115 -id 9316 [error: 10054] 

[ 2021/06/08 12:14:09 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:50060 -id 9316 [error: 10054] 
